,Cell type,test,cell tissue,cell source,material
2891,HaCat,AlamarBlue,Skin,Human,Ag
2892,HaCat,AlamarBlue,Skin,Human,Ag
2893,HaCat,AlamarBlue,Skin,Human,Ag
2894,HaCat,AlamarBlue,Skin,Human,Ag
2895,HaCat,AlamarBlue,Skin,Human,Ag
2896,HaCat,AlamarBlue,Skin,Human,Ag
2897,HaCat,AlamarBlue,Skin,Human,Ag
2898,HaCat,AlamarBlue,Skin,Human,Ag
2899,HaCat,AlamarBlue,Skin,Human,Ag
2900,HaCat,AlamarBlue,Skin,Human,Ag
2901,HaCat,AlamarBlue,Skin,Human,Ag
2902,HaCat,AlamarBlue,Skin,Human,Ag
2903,HaCat,AlamarBlue,Skin,Human,Ag
2904,HeLa,AlamarBlue,Cervix,Human,Ag
2905,HeLa,AlamarBlue,Cervix,Human,Ag
2906,HeLa,AlamarBlue,Cervix,Human,Ag
2907,HeLa,AlamarBlue,Cervix,Human,Ag
2908,HeLa,AlamarBlue,Cervix,Human,Ag
2909,HeLa,AlamarBlue,Cervix,Human,Ag
2910,HeLa,AlamarBlue,Cervix,Human,Ag
2911,HeLa,AlamarBlue,Cervix,Human,Ag
2912,HeLa,AlamarBlue,Cervix,Human,Ag
2913,HeLa,AlamarBlue,Cervix,Human,Ag
2914,HeLa,AlamarBlue,Cervix,Human,Ag
2915,HeLa,AlamarBlue,Cervix,Human,Ag
2916,HeLa,AlamarBlue,Cervix,Human,Ag
2917,HeLa,AlamarBlue,Cervix,Human,Ag
2918,HeLa,AlamarBlue,Cervix,Human,Ag
2919,HeLa,AlamarBlue,Cervix,Human,Ag
2920,HeLa,AlamarBlue,Cervix,Human,Ag
2921,HeLa,AlamarBlue,Cervix,Human,Ag
2922,HeLa,AlamarBlue,Cervix,Human,Ag
2923,HeLa,AlamarBlue,Cervix,Human,Ag
2924,HeLa,AlamarBlue,Cervix,Human,Ag
2925,HeLa,AlamarBlue,Cervix,Human,Ag
2926,HeLa,AlamarBlue,Cervix,Human,Ag
2927,HeLa,AlamarBlue,Cervix,Human,Ag
2928,HaCat,NRU,Skin,Human,Ag
2929,HaCat,NRU,Skin,Human,Ag
2930,HaCat,NRU,Skin,Human,Ag
2931,HaCat,NRU,Skin,Human,Ag
2932,HaCat,NRU,Skin,Human,Ag
2933,HaCat,NRU,Skin,Human,Ag
2934,HaCat,NRU,Skin,Human,Ag
2935,HaCat,NRU,Skin,Human,Ag
2936,HaCat,NRU,Skin,Human,Ag
2937,HaCat,NRU,Skin,Human,Ag
2938,HaCat,NRU,Skin,Human,Ag
2939,HaCat,NRU,Skin,Human,Ag
2940,HaCat,NRU,Skin,Human,Ag
2941,HaCat,NRU,Skin,Human,Ag
2942,HaCat,NRU,Skin,Human,Ag
2943,HaCat,NRU,Skin,Human,Ag
2944,HaCat,NRU,Skin,Human,Ag
2945,HaCat,NRU,Skin,Human,Ag
2946,HaCat,NRU,Skin,Human,Ag
2947,HaCat,NRU,Skin,Human,Ag
2948,HaCat,NRU,Skin,Human,Ag
2949,HaCat,NRU,Skin,Human,Ag
2950,HaCat,NRU,Skin,Human,Ag
2951,HaCat,NRU,Skin,Human,Ag
2952,HeLa,NRU,Cervix,Human,Ag
2953,HeLa,NRU,Cervix,Human,Ag
2954,HeLa,NRU,Cervix,Human,Ag
2955,HeLa,NRU,Cervix,Human,Ag
2956,HeLa,NRU,Cervix,Human,Ag
2957,HeLa,NRU,Cervix,Human,Ag
2958,HeLa,NRU,Cervix,Human,Ag
2959,HeLa,NRU,Cervix,Human,Ag
2960,HeLa,NRU,Cervix,Human,Ag
2961,HeLa,NRU,Cervix,Human,Ag
2962,HeLa,NRU,Cervix,Human,Ag
2963,HeLa,NRU,Cervix,Human,Ag
2964,HeLa,NRU,Cervix,Human,Ag
2965,HeLa,NRU,Cervix,Human,Ag
2966,HeLa,NRU,Cervix,Human,Ag
2967,HeLa,NRU,Cervix,Human,Ag
2968,HeLa,NRU,Cervix,Human,Ag
2969,HeLa,NRU,Cervix,Human,Ag
2970,HeLa,NRU,Cervix,Human,Ag
2971,HeLa,NRU,Cervix,Human,Ag
2972,HeLa,NRU,Cervix,Human,Ag
2973,HeLa,NRU,Cervix,Human,Ag
2974,HeLa,NRU,Cervix,Human,Ag
2975,HeLa,NRU,Cervix,Human,Ag
2976,HaCat,MTT,Skin,Human,Ag
2977,HaCat,MTT,Skin,Human,Ag
2978,HaCat,MTT,Skin,Human,Ag
2979,HaCat,MTT,Skin,Human,Ag
2980,HaCat,MTT,Skin,Human,Ag
2981,HaCat,MTT,Skin,Human,Ag
2982,HaCat,MTT,Skin,Human,Ag
2983,HaCat,MTT,Skin,Human,Ag
2984,HaCat,MTT,Skin,Human,Ag
2985,HaCat,MTT,Skin,Human,Ag
2986,HaCat,MTT,Skin,Human,Ag
2987,HaCat,MTT,Skin,Human,Ag
2988,HaCat,MTT,Skin,Human,Ag
2989,HaCat,MTT,Skin,Human,Ag
2990,HaCat,MTT,Skin,Human,Ag
2991,HaCat,MTT,Skin,Human,Ag
2992,HaCat,MTT,Skin,Human,Ag
2993,HaCat,MTT,Skin,Human,Ag
2994,HaCat,MTT,Skin,Human,Ag
2995,HaCat,MTT,Skin,Human,Ag
2996,HaCat,MTT,Skin,Human,Ag
2997,HaCat,MTT,Skin,Human,Ag
2998,HaCat,MTT,Skin,Human,Ag
2999,HaCat,MTT,Skin,Human,Ag
3000,HeLa,MTT,Cervix,Human,Ag
3001,HeLa,MTT,Cervix,Human,Ag
3002,HeLa,MTT,Cervix,Human,Ag
3003,HeLa,MTT,Cervix,Human,Ag
3004,HeLa,MTT,Cervix,Human,Ag
3005,HeLa,MTT,Cervix,Human,Ag
3006,HeLa,MTT,Cervix,Human,Ag
3007,HeLa,MTT,Cervix,Human,Ag
3008,HeLa,MTT,Cervix,Human,Ag
3009,HeLa,MTT,Cervix,Human,Ag
3010,HeLa,MTT,Cervix,Human,Ag
3011,HeLa,MTT,Cervix,Human,Ag
3012,HeLa,MTT,Cervix,Human,Ag
3013,HeLa,MTT,Cervix,Human,Ag
3014,HeLa,MTT,Cervix,Human,Ag
3015,HeLa,MTT,Cervix,Human,Ag
3016,HeLa,MTT,Cervix,Human,Ag
3017,HeLa,MTT,Cervix,Human,Ag
3018,HeLa,MTT,Cervix,Human,Ag
3019,HeLa,MTT,Cervix,Human,Ag
3020,HeLa,MTT,Cervix,Human,Ag
3021,HeLa,MTT,Cervix,Human,Ag
3022,HeLa,MTT,Cervix,Human,Ag
3023,HeLa,MTT,Cervix,Human,Ag
3024,HeLa,MTT,Cervix,Human,Fe3O4
3025,HeLa,MTT,Cervix,Human,Fe3O4
3026,HeLa,MTT,Cervix,Human,Fe3O4
3027,HeLa,MTT,Cervix,Human,Fe3O4
3028,HeLa,MTT,Cervix,Human,Fe3O4
3029,HeLa,MTT,Cervix,Human,Fe3O4
3030,HeLa,MTT,Cervix,Human,Fe3O4
3031,HeLa,MTT,Cervix,Human,Fe3O4
3032,HeLa,MTT,Cervix,Human,Fe3O4
3033,HeLa,MTT,Cervix,Human,Fe3O4
3034,HeLa,MTT,Cervix,Human,Fe3O4
3035,HeLa,MTT,Cervix,Human,Fe3O4
3036,HeLa,MTT,Cervix,Human,Fe3O4
3037,HeLa,MTT,Cervix,Human,Fe3O4
3038,HeLa,MTT,Cervix,Human,Fe3O4
3039,HeLa,MTT,Cervix,Human,Fe3O4
3040,HeLa,MTT,Cervix,Human,Fe3O4
3041,HeLa,MTT,Cervix,Human,Fe3O4
3042,A549,MTT,Lung,Human,Fe3O4
3043,A549,MTT,Lung,Human,Fe3O4
3044,A549,MTT,Lung,Human,Fe3O4
3045,A549,MTT,Lung,Human,Fe3O4
3046,A549,MTT,Lung,Human,Fe3O4
3047,A549,MTT,Lung,Human,Fe3O4
3048,A549,MTT,Lung,Human,Fe3O4
3049,A549,MTT,Lung,Human,Fe3O4
3050,A549,MTT,Lung,Human,Fe3O4
3051,A549,MTT,Lung,Human,Fe3O4
3052,A549,MTT,Lung,Human,Fe3O4
3053,A549,MTT,Lung,Human,Fe3O4
3054,A549,MTT,Lung,Human,Fe3O4
3055,A549,MTT,Lung,Human,Fe3O4
3056,A549,MTT,Lung,Human,Fe3O4
3057,A549,MTT,Lung,Human,Fe3O4
3058,A549,MTT,Lung,Human,Fe3O4
3059,A549,MTT,Lung,Human,Fe3O4
3060,HEK293,MTT,Kidney,Human,Fe3O4
3061,HEK293,MTT,Kidney,Human,Fe3O4
3062,HEK293,MTT,Kidney,Human,Fe3O4
3063,HEK293,MTT,Kidney,Human,Fe3O4
3064,HEK293,MTT,Kidney,Human,Fe3O4
3065,HEK293,MTT,Kidney,Human,Fe3O4
3066,HEK293,MTT,Kidney,Human,Fe3O4
3067,HEK293,MTT,Kidney,Human,Fe3O4
3068,HEK293,MTT,Kidney,Human,Fe3O4
3069,HEK293,MTT,Kidney,Human,Fe3O4
3070,HEK293,MTT,Kidney,Human,Fe3O4
3071,HEK293,MTT,Kidney,Human,Fe3O4
3072,HUVEC,CCK-8,Umbilical Vein,Human,C
3073,HUVEC,CCK-8,Umbilical Vein,Human,C
3074,HUVEC,CCK-8,Umbilical Vein,Human,C
3075,HUVEC,CCK-8,Umbilical Vein,Human,C
3076,HUVEC,CCK-8,Umbilical Vein,Human,C
3077,HUVEC,CCK-8,Umbilical Vein,Human,C
3078,A549,MTT,Lung,Human,ZnO
3079,A549,MTT,Lung,Human,ZnO
3080,A549,MTT,Lung,Human,ZnO
3081,A549,MTT,Lung,Human,ZnO
3082,A549,MTT,Lung,Human,ZnO
3083,A549,MTT,Lung,Human,ZnO
3084,A549,MTT,Lung,Human,ZnO
3085,A549,MTT,Lung,Human,ZnO
3086,A549,MTT,Lung,Human,ZnO
3087,A549,MTT,Lung,Human,ZnO
3088,HepG2,MTS,Liver,Human,NiO
3089,HepG2,MTS,Liver,Human,NiO
3090,HepG2,MTS,Liver,Human,NiO
3091,HepG2,MTS,Liver,Human,NiO
3092,HepG2,MTS,Liver,Human,NiO
3093,HepG2,NRU,Liver,Human,NiO
3094,HepG2,NRU,Liver,Human,NiO
3095,HepG2,NRU,Liver,Human,NiO
3096,HepG2,NRU,Liver,Human,NiO
3097,HepG2,NRU,Liver,Human,NiO
3098,HEp-2,MTT,Cervix,Human,NiO
3099,HEp-2,MTT,Cervix,Human,NiO
3100,HEp-2,MTT,Cervix,Human,NiO
3101,HEp-2,MTT,Cervix,Human,NiO
3102,HEp-2,MTT,Cervix,Human,NiO
3103,HEp-2,MTT,Cervix,Human,NiO
3104,HEp-2,MTT,Cervix,Human,NiO
3105,MCF-7,MTT,Breast,Human,NiO
3106,MCF-7,MTT,Breast,Human,NiO
3107,MCF-7,MTT,Breast,Human,NiO
3108,MCF-7,MTT,Breast,Human,NiO
3109,MCF-7,MTT,Breast,Human,NiO
3110,MCF-7,MTT,Breast,Human,NiO
3111,MCF-7,MTT,Breast,Human,NiO
3112,HEp-2,NRU,Cervix,Human,NiO
3113,HEp-2,NRU,Cervix,Human,NiO
3114,HEp-2,NRU,Cervix,Human,NiO
3115,HEp-2,NRU,Cervix,Human,NiO
3116,HEp-2,NRU,Cervix,Human,NiO
3117,HEp-2,NRU,Cervix,Human,NiO
3118,HEp-2,NRU,Cervix,Human,NiO
3119,MCF-7,NRU,Breast,Human,NiO
3120,MCF-7,NRU,Breast,Human,NiO
3121,MCF-7,NRU,Breast,Human,NiO
3122,MCF-7,NRU,Breast,Human,NiO
3123,MCF-7,NRU,Breast,Human,NiO
3124,MCF-7,NRU,Breast,Human,NiO
3125,MCF-7,NRU,Breast,Human,NiO
3126,A549,CCK-8,Lung,Human,CuO
3127,A549,CCK-8,Lung,Human,CuO
3128,A549,CCK-8,Lung,Human,CuO
3129,A549,CCK-8,Lung,Human,CuO
3130,A549,CCK-8,Lung,Human,CuO
3131,A549,CCK-8,Lung,Human,CuO
3132,A549,CCK-8,Lung,Human,CuO
3133,A549,CCK-8,Lung,Human,CuO
3134,A549,CCK-8,Lung,Human,CuO
3135,A549,CCK-8,Lung,Human,CuO
3136,A549,CCK-8,Lung,Human,CuO
3137,A549,CCK-8,Lung,Human,CuO
3138,A549,CCK-8,Lung,Human,CuO
3139,A549,CCK-8,Lung,Human,CuO
3140,A549,CCK-8,Lung,Human,CuO
3141,A549,CCK-8,Lung,Human,CuO
3142,RAW264.7,Live/Dead,Ascites,Mouse,SiO2
3143,RAW264.7,Live/Dead,Ascites,Mouse,SiO2
3144,RAW264.7,Live/Dead,Ascites,Mouse,SiO2
3145,RAW264.7,Live/Dead,Ascites,Mouse,SiO2
3146,RAW264.7,Live/Dead,Ascites,Mouse,Au
3147,RAW264.7,Live/Dead,Ascites,Mouse,Au
3148,RAW264.7,Live/Dead,Ascites,Mouse,Au
3149,RAW264.7,Live/Dead,Ascites,Mouse,SiO2
3150,RAW264.7,Live/Dead,Ascites,Mouse,SiO2
3151,RAW264.7,Live/Dead,Ascites,Mouse,SiO2
3152,RAW264.7,Live/Dead,Ascites,Mouse,SiO2
3153,RAW264.7,Live/Dead,Ascites,Mouse,Au
3154,RAW264.7,Live/Dead,Ascites,Mouse,Au
3155,RAW264.7,Live/Dead,Ascites,Mouse,Au
3156,RAW264.7,Live/Dead,Ascites,Mouse,Au
3157,RAW264.7,Live/Dead,Ascites,Mouse,SiO2
3158,RAW264.7,Live/Dead,Ascites,Mouse,SiO2
3159,RAW264.7,Live/Dead,Ascites,Mouse,SiO2
3160,RAW264.7,Live/Dead,Ascites,Mouse,SiO2
3161,RAW264.7,Live/Dead,Ascites,Mouse,Au
3162,RAW264.7,Live/Dead,Ascites,Mouse,Au
3163,RAW264.7,Live/Dead,Ascites,Mouse,Au
3164,RAW264.7,Live/Dead,Ascites,Mouse,SiO2
3165,RAW264.7,Live/Dead,Ascites,Mouse,SiO2
3166,RAW264.7,Live/Dead,Ascites,Mouse,SiO2
3167,RAW264.7,Live/Dead,Ascites,Mouse,SiO2
3168,RAW264.7,Live/Dead,Ascites,Mouse,Au
3169,RAW264.7,Live/Dead,Ascites,Mouse,Au
3170,RAW264.7,Live/Dead,Ascites,Mouse,Au
3171,RAW264.7,Live/Dead,Ascites,Mouse,Au
3172,MC3T3-E1,MTT,Bone,Mouse,CaHCO3
3173,MC3T3-E1,MTT,Bone,Mouse,CaHCO3
3174,MC3T3-E1,MTT,Bone,Mouse,CaHCO3
3175,MC3T3-E1,MTT,Bone,Mouse,CaHCO3
3176,MC3T3-E1,MTT,Bone,Mouse,CaHCO3
3177,MC3T3-E1,MTT,Bone,Mouse,CaHCO3
3178,MC3T3-E1,MTT,Bone,Mouse,CaHCO3
3179,MC3T3-E1,MTT,Bone,Mouse,CaHCO3
3180,HaCat,MTT,Skin,Human,Ag
3181,HaCat,MTT,Skin,Human,Ag
3182,HaCat,MTT,Skin,Human,Ag
3183,HaCat,MTT,Skin,Human,Ag
3184,HaCat,MTT,Skin,Human,Ag
3185,HaCat,MTT,Skin,Human,Ag
3186,HaCat,MTT,Skin,Human,Ag
3187,HaCat,MTT,Skin,Human,Ag
3188,HaCat,MTT,Skin,Human,Ag
3189,HaCat,MTT,Skin,Human,Ag
3190,HaCat,MTT,Skin,Human,Ag
3191,HaCat,MTT,Skin,Human,Ag
3192,HaCat,MTT,Skin,Human,Ag
3193,HaCat,MTT,Skin,Human,Ag
3194,HaCat,MTT,Skin,Human,Ag
3195,HaCat,MTT,Skin,Human,Ag
3196,HaCat,MTT,Skin,Human,Ag
3197,HaCat,MTT,Skin,Human,Ag
3198,HaCat,MTT,Skin,Human,Ag
3199,HaCat,MTT,Skin,Human,Ag
3200,HaCat,MTT,Skin,Human,Ag
3201,HaCat,MTT,Skin,Human,Ag
3202,HaCat,MTT,Skin,Human,Ag
3203,HaCat,MTT,Skin,Human,Ag
3204,HaCat,MTT,Skin,Human,Ag
3205,HaCat,MTT,Skin,Human,Ag
3206,HaCat,MTT,Skin,Human,Ag
3207,HaCat,MTT,Skin,Human,Ag
3208,HGF,MTT,Gingiva,Human,Cu
3209,HGF,MTT,Gingiva,Human,Cu
3210,HGF,MTT,Gingiva,Human,Cu
3211,HGF,MTT,Gingiva,Human,Cu
3212,HGF,MTT,Gingiva,Human,Cu
3213,HGF,MTT,Gingiva,Human,Cu
3214,HGF,MTT,Gingiva,Human,Cu
3215,HGF,MTT,Gingiva,Human,Cu
3216,HT29,MTT,Colon,Human,CeO2
3217,HT29,MTT,Colon,Human,CeO2
3218,HT29,MTT,Colon,Human,CeO2
3219,HT29,MTT,Colon,Human,CeO2
3220,HT29,MTT,Colon,Human,CeO2
3221,HT29,MTT,Colon,Human,CeO2
3222,HT29,MTT,Colon,Human,CeO2
3223,HT29,MTT,Colon,Human,CeO2
3224,HT29,MTT,Colon,Human,CeO2
3225,HT29,MTT,Colon,Human,CeO2
3226,MCF-7,MTT,Breast,Human,CeO2
3227,MCF-7,MTT,Breast,Human,CeO2
3228,MCF-7,MTT,Breast,Human,CeO2
3229,MCF-7,MTT,Breast,Human,CeO2
3230,HT-1080,MTT,Connective Tissue,Human,CeO2
3231,HT-1080,MTT,Connective Tissue,Human,CeO2
3232,HT-1080,MTT,Connective Tissue,Human,CeO2
3233,HT-1080,MTT,Connective Tissue,Human,CeO2
3234,MCF-7,NRU,Breast,Human,CeO2
3235,MCF-7,NRU,Breast,Human,CeO2
3236,MCF-7,NRU,Breast,Human,CeO2
3237,MCF-7,NRU,Breast,Human,CeO2
3238,HT-1080,NRU,Connective Tissue,Human,CeO2
3239,HT-1080,NRU,Connective Tissue,Human,CeO2
3240,HT-1080,NRU,Connective Tissue,Human,CeO2
3241,HT-1080,NRU,Connective Tissue,Human,CeO2
3242,HepG2,MTT,Liver,Human,Bi2O3
3243,HepG2,MTT,Liver,Human,Bi2O3
3244,HepG2,MTT,Liver,Human,Bi2O3
3245,HepG2,MTT,Liver,Human,Bi2O3
3246,HepG2,MTT,Liver,Human,Bi2O3
3247,HepG2,MTT,Liver,Human,Bi2O3
3248,HepG2,MTT,Liver,Human,Bi2O3
3249,NRK-52E,MTT,Kidney,Rat,Bi2O3
3250,NRK-52E,MTT,Kidney,Rat,Bi2O3
3251,NRK-52E,MTT,Kidney,Rat,Bi2O3
3252,NRK-52E,MTT,Kidney,Rat,Bi2O3
3253,NRK-52E,MTT,Kidney,Rat,Bi2O3
3254,NRK-52E,MTT,Kidney,Rat,Bi2O3
3255,NRK-52E,MTT,Kidney,Rat,Bi2O3
3256,Caco-2,MTT,Colon,Human,Bi2O3
3257,Caco-2,MTT,Colon,Human,Bi2O3
3258,Caco-2,MTT,Colon,Human,Bi2O3
3259,Caco-2,MTT,Colon,Human,Bi2O3
3260,Caco-2,MTT,Colon,Human,Bi2O3
3261,Caco-2,MTT,Colon,Human,Bi2O3
3262,Caco-2,MTT,Colon,Human,Bi2O3
3263,A549,MTT,Lung,Human,Bi2O3
3264,A549,MTT,Lung,Human,Bi2O3
3265,A549,MTT,Lung,Human,Bi2O3
3266,A549,MTT,Lung,Human,Bi2O3
3267,A549,MTT,Lung,Human,Bi2O3
3268,A549,MTT,Lung,Human,Bi2O3
3269,A549,MTT,Lung,Human,Bi2O3
3270,HepG2,NRU,Liver,Human,Bi2O3
3271,HepG2,NRU,Liver,Human,Bi2O3
3272,HepG2,NRU,Liver,Human,Bi2O3
3273,HepG2,NRU,Liver,Human,Bi2O3
3274,HepG2,NRU,Liver,Human,Bi2O3
3275,HepG2,NRU,Liver,Human,Bi2O3
3276,HepG2,NRU,Liver,Human,Bi2O3
3277,HepG2,NRU,Liver,Human,Bi2O3
3278,NRK-52E,NRU,Kidney,Rat,Bi2O3
3279,NRK-52E,NRU,Kidney,Rat,Bi2O3
3280,NRK-52E,NRU,Kidney,Rat,Bi2O3
3281,NRK-52E,NRU,Kidney,Rat,Bi2O3
3282,NRK-52E,NRU,Kidney,Rat,Bi2O3
3283,NRK-52E,NRU,Kidney,Rat,Bi2O3
3284,NRK-52E,NRU,Kidney,Rat,Bi2O3
3285,NRK-52E,NRU,Kidney,Rat,Bi2O3
3286,Caco-2,NRU,Colon,Human,Bi2O3
3287,Caco-2,NRU,Colon,Human,Bi2O3
3288,Caco-2,NRU,Colon,Human,Bi2O3
3289,Caco-2,NRU,Colon,Human,Bi2O3
3290,Caco-2,NRU,Colon,Human,Bi2O3
3291,Caco-2,NRU,Colon,Human,Bi2O3
3292,Caco-2,NRU,Colon,Human,Bi2O3
3293,Caco-2,NRU,Colon,Human,Bi2O3
3294,A549,NRU,Lung,Human,Bi2O3
3295,A549,NRU,Lung,Human,Bi2O3
3296,A549,NRU,Lung,Human,Bi2O3
3297,A549,NRU,Lung,Human,Bi2O3
3298,A549,NRU,Lung,Human,Bi2O3
3299,A549,NRU,Lung,Human,Bi2O3
3300,A549,NRU,Lung,Human,Bi2O3
3301,A549,NRU,Lung,Human,Bi2O3
3302,PC12,MTT,Adrenal Gland,Rat,C
3303,PC12,MTT,Adrenal Gland,Rat,C
3304,PC12,MTT,Adrenal Gland,Rat,C
3305,PC12,MTT,Adrenal Gland,Rat,C
3306,PC12,MTT,Adrenal Gland,Rat,C
3307,PC12,MTT,Adrenal Gland,Rat,C
3308,PC12,MTT,Adrenal Gland,Rat,C
3309,PC12,MTT,Adrenal Gland,Rat,C
3310,PC12,XTT,Adrenal Gland,Rat,C
3311,PC12,XTT,Adrenal Gland,Rat,C
3312,PC12,XTT,Adrenal Gland,Rat,C
3313,PC12,XTT,Adrenal Gland,Rat,C
3314,PC12,XTT,Adrenal Gland,Rat,C
3315,PC12,XTT,Adrenal Gland,Rat,C
3316,PC12,XTT,Adrenal Gland,Rat,C
3317,PC12,XTT,Adrenal Gland,Rat,C
3318,BEAS-2B,CCK-8,Lung,Human,CaHCO3
3319,BEAS-2B,CCK-8,Lung,Human,CaHCO3
3320,BEAS-2B,CCK-8,Lung,Human,CaHCO3
3321,BEAS-2B,CCK-8,Lung,Human,CaHCO3
3322,BEAS-2B,CCK-8,Lung,Human,CaHCO3
3323,BEAS-2B,CCK-8,Lung,Human,CaHCO3
3324,BEAS-2B,CCK-8,Lung,Human,CaHCO3
3325,BEAS-2B,CCK-8,Lung,Human,CaHCO3
3326,BEAS-2B,CCK-8,Lung,Human,CaHCO3
3327,BEAS-2B,CCK-8,Lung,Human,CaHCO3
3328,BEAS-2B,CCK-8,Lung,Human,CaHCO3
3329,BEAS-2B,CCK-8,Lung,Human,CaHCO3
3330,RAW264.7,CCK-8,Ascites,Mouse,CaHCO3
3331,RAW264.7,CCK-8,Ascites,Mouse,CaHCO3
3332,RAW264.7,CCK-8,Ascites,Mouse,CaHCO3
3333,RAW264.7,CCK-8,Ascites,Mouse,CaHCO3
3334,RAW264.7,CCK-8,Ascites,Mouse,CaHCO3
3335,RAW264.7,CCK-8,Ascites,Mouse,CaHCO3
3336,RAW264.7,CCK-8,Ascites,Mouse,CaHCO3
3337,RAW264.7,CCK-8,Ascites,Mouse,CaHCO3
3338,RAW264.7,CCK-8,Ascites,Mouse,CaHCO3
3339,RAW264.7,CCK-8,Ascites,Mouse,CaHCO3
3340,RAW264.7,CCK-8,Ascites,Mouse,CaHCO3
3341,RAW264.7,CCK-8,Ascites,Mouse,CaHCO3
3342,HepG2,CCK-8,Liver,Human,CaHCO3
3343,HepG2,CCK-8,Liver,Human,CaHCO3
3344,HepG2,CCK-8,Liver,Human,CaHCO3
3345,HepG2,CCK-8,Liver,Human,CaHCO3
3346,HepG2,CCK-8,Liver,Human,CaHCO3
3347,HepG2,CCK-8,Liver,Human,CaHCO3
3348,HepG2,CCK-8,Liver,Human,CaHCO3
3349,HepG2,CCK-8,Liver,Human,CaHCO3
3350,HepG2,CCK-8,Liver,Human,CaHCO3
3351,HepG2,CCK-8,Liver,Human,CaHCO3
3352,HepG2,CCK-8,Liver,Human,CaHCO3
3353,HepG2,CCK-8,Liver,Human,CaHCO3
5535,HCMEC,MTT,Blood,Human,Al2O3
5536,HCMEC,MTT,Blood,Human,Al2O3
5537,HCMEC,MTT,Blood,Human,Al2O3
5538,HCMEC,MTT,Blood,Human,Al2O3
5539,HCMEC,MTT,Blood,Human,Al2O3
5540,HCMEC,MTT,Blood,Human,Al2O3
5541,HCMEC,MTT,Blood,Human,Al2O3
5542,HCMEC,MTT,Blood,Human,Al2O3
5543,HCMEC,MTT,Blood,Human,Al2O3
5544,HCMEC,MTT,Blood,Human,Al2O3
5545,HCMEC,MTT,Blood,Human,Al2O3
5546,HCMEC,MTT,Blood,Human,Al2O3
5547,HCMEC,MTT,Blood,Human,Al2O3
5548,HCMEC,MTT,Blood,Human,Al2O3
5549,HCMEC,MTT,Blood,Human,Al2O3
5550,HCMEC,MTT,Blood,Human,Al2O3
5551,HCMEC,MTT,Blood,Human,Al2O3
5552,HCMEC,MTT,Blood,Human,Al2O3
5553,HCMEC,MTT,Blood,Human,CuO
5554,HCMEC,MTT,Blood,Human,CuO
5555,HCMEC,MTT,Blood,Human,CuO
5556,HCMEC,MTT,Blood,Human,CuO
5557,HCMEC,MTT,Blood,Human,CuO
5558,HCMEC,MTT,Blood,Human,CuO
5559,HCMEC,MTT,Blood,Human,CuO
5560,HCMEC,MTT,Blood,Human,CuO
5561,HCMEC,MTT,Blood,Human,CuO
5562,HCMEC,MTT,Blood,Human,CuO
5563,HCMEC,MTT,Blood,Human,CuO
5564,HCMEC,MTT,Blood,Human,CuO
5565,HCMEC,MTT,Blood,Human,CuO
5566,HCMEC,MTT,Blood,Human,CuO
5567,HCMEC,MTT,Blood,Human,CuO
5568,HCMEC,MTT,Blood,Human,CuO
5569,HCMEC,MTT,Blood,Human,CuO
5570,HCMEC,MTT,Blood,Human,CuO
5571,HCMEC,MTT,Blood,Human,Fe2O3
5572,HCMEC,MTT,Blood,Human,Fe2O3
5573,HCMEC,MTT,Blood,Human,Fe2O3
5574,HCMEC,MTT,Blood,Human,Fe2O3
5575,HCMEC,MTT,Blood,Human,Fe2O3
5576,HCMEC,MTT,Blood,Human,Fe2O3
5577,HCMEC,MTT,Blood,Human,Fe2O3
5578,HCMEC,MTT,Blood,Human,Fe2O3
5579,HCMEC,MTT,Blood,Human,Fe2O3
5580,HCMEC,MTT,Blood,Human,Fe2O3
5581,HCMEC,MTT,Blood,Human,Fe2O3
5582,HCMEC,MTT,Blood,Human,Fe2O3
5583,HCMEC,MTT,Blood,Human,Fe2O3
5584,HCMEC,MTT,Blood,Human,Fe2O3
5585,HCMEC,MTT,Blood,Human,Fe2O3
5586,HCMEC,MTT,Blood,Human,Fe2O3
5587,HCMEC,MTT,Blood,Human,Fe2O3
5588,HCMEC,MTT,Blood,Human,Fe2O3
5589,A549,Alamar_blue,Lung,Human,Fe3O4
5590,A549,Alamar_blue,Lung,Human,Fe3O4
5591,A549,Alamar_blue,Lung,Human,Fe3O4
5592,A549,Alamar_blue,Lung,Human,Fe3O4
5593,A549,Alamar_blue,Lung,Human,Fe3O4
5594,A549,Alamar_blue,Lung,Human,Fe3O4
5595,A549,Alamar_blue,Lung,Human,Fe3O4
5596,A549,Alamar_blue,Lung,Human,Fe3O4
5597,HCMEC,MTT,Blood,Human,Fe3O4
5598,HCMEC,MTT,Blood,Human,Fe3O4
5599,HCMEC,MTT,Blood,Human,Fe3O4
5600,HCMEC,MTT,Blood,Human,Fe3O4
5601,HCMEC,MTT,Blood,Human,Fe3O4
5602,HCMEC,MTT,Blood,Human,Fe3O4
5603,HCMEC,MTT,Blood,Human,Fe3O4
5604,HCMEC,MTT,Blood,Human,Fe3O4
5605,HCMEC,MTT,Blood,Human,Fe3O4
5606,HCMEC,MTT,Blood,Human,Fe3O4
5607,HCMEC,MTT,Blood,Human,Fe3O4
5608,HCMEC,MTT,Blood,Human,Fe3O4
5609,HCMEC,MTT,Blood,Human,Fe3O4
